public_sku,manufacturer_mpn,manufacturer,shipping_class,packaged_weight_lb,dimensional_weight_lb,billed_weight_lb,length_in,width_in,height_in,packaging_assumption,dimensional_weight_concerns,suggested_ups_ground_flat,suggested_rate_range,manual_quote_required,shipping_evidence_urls
"P502-006","P502-006","Tripp Lite by Eaton","small","0.65","1","1","8","6.5","1.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.65 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"P569-006-MF","P569-006-MF","Tripp Lite by Eaton","small","0.3","1","1","5.25","4.4","0.7","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.3 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"P570-006-MICRO","P570-006-MICRO","Tripp Lite by Eaton","small","0.25","1","1","7.75","6.5","0.4","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.25 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"SMART1200XLHG","SMART1200XLHG","Tripp Lite by Eaton","large","48.2","19","49","17","13.1","11.4","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"SMART1500LCD","SMART1500LCD","Tripp Lite by Eaton","medium","32.55","18","33","21.7","15.2","7.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"SPIKECUBE","SPIKECUBE","Tripp Lite by Eaton","small","0.42","1","1","6.5","4","2.25","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.42 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"SUPER7","SUPER7","Tripp Lite by Eaton","small","1.66","1","2","13.4","5.9","1.7","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"SUPER725B","SUPER725B","Tripp Lite by Eaton","small","3.37","2","4","13.45","9.1","1.9","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"SUPER7B","SUPER7B","Tripp Lite by Eaton","small","1.63","1","2","12.6","5.9","1.85","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"SWIVEL6USB","SWIVEL6USB","Tripp Lite by Eaton","small","1","1","1","7.7","4.45","2.55","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TLM609SA","TLM609SA","Tripp Lite by Eaton","small","2.08","2","3","15.8","5.1","1.8","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TLM615SA","TLM615SA","Tripp Lite by Eaton","small","2.7","2","3","16","5.5","1.9","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TLP1006B","TLP1006B","Tripp Lite by Eaton","small","2.09","2","3","12.8","8.8","1.6","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TLP1208SAT","TLP1208SAT","Tripp Lite by Eaton","small","2.94","2","3","13.7","8.6","2.2","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TLP1208TEL","TLP1208TEL","Tripp Lite by Eaton","small","2.43","2","3","14","8.7","2.2","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TLP128TTUSBB","TLP128TTUSBB","Tripp Lite by Eaton","small","2.97","2","3","16","7.9","1.7","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TLP310USBC","TLP310USBC","Tripp Lite by Eaton","small","2.68","2","3","8.2","5.5","4.4","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TLP4BK","TLP4BK","Tripp Lite by Eaton","small","0.47","1","1","8.25","5.25","1.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.47 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TLP604","TLP604","Tripp Lite by Eaton","small","0.96","1","1","12.9","4.8","1.7","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.96 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TLP606DMUSB","TLP606DMUSB","Tripp Lite by Eaton","small","2.24","3","3","16.63","5.75","3.25","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 3 lb exceeds supplier estimated ship weight 2.24 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TLP610U30CLAMPB","TLP610U30CLAMPB","Tripp Lite by Eaton","small","2.53","2","3","12.9","7.6","2.2","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TLP648USBC","TLP648USBC","Tripp Lite by Eaton","small","2.01","2","3","6.8","5.6","4.8","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TLP6B","TLP6B","Tripp Lite by Eaton","small","1.05","1","2","11","4.5","1.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TLP74RB","TLP74RB","Tripp Lite by Eaton","small","1.16","1","2","13.8","4.4","1.9","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TLP76MSG","TLP76MSG","Tripp Lite by Eaton","small","2.25","2","3","17.1","4.2","2.1","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TLP76MSGB","TLP76MSGB","Tripp Lite by Eaton","small","2.25","2","3","17.3","4.2","2.1","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TLP808B","TLP808B","Tripp Lite by Eaton","small","2","2","2","11.7","7.5","2.2","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TLP810NET","TLP810NET","Tripp Lite by Eaton","small","2.73","2","3","11.9","8.6","2.2","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TLP864USBB","TLP864USBB","Tripp Lite by Eaton","small","1.61","1","2","12.3","6.7","1.6","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TLP88TUSBB","TLP88TUSBB","Tripp Lite by Eaton","small","1.8","1","2","12.25","7.1","1.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"U236-000-R","U236-000-R","Tripp Lite by Eaton","small","0.25","1","1","5.2","5.2","0.9","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.25 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"U436-06N-GBW","U436-06N-GBW","Tripp Lite by Eaton","small","0.2","1","1","4.7","4.1","0.9","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.2 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"DS6101","DS6101","Vtech","small","0.83","1","1","8.6","5.2","2.4","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.83 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"DS6151","DS6151","Vtech","small","2.33","2","3","8.9","5.8","4.7","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"FL-1000","FL-1000","Winegard","small","0.42","1","1","9","6.5","1","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.42 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"HD8200U","HD8200U","Winegard","oversize","33.33","34","34","94","7.7","6.4","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 34 lb exceeds supplier estimated ship weight 33.33 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","true","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TB-0005","TB-0005","Winegard","large","4.25","1","5","60","1.3","1.3","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"WM-2040","WM-2040","Winegard","small","1.75","1","2","12","6.5","1.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"314475","314475","Wilson Electronics","small","2.65","3","3","13","8.6","3.3","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 3 lb exceeds supplier estimated ship weight 2.65 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
